rowid,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,manual_tags1,manual_tags2,manual_tags3,manual_tags4,manual_tags5,manual_tags6,manual_tags7,manual_tags8,manual_tags9,manual_tags10,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,OpenDataBadge,OpenMaterialsBadge,PreregisteredBadge,ErratumTag,effective_year,PROpenData,PRPreregistered,PROpenMaterials,DEPreregistered,TCPreregistered,PreregisteredPlus,study_id
1351,TJ9K2IMN,journalArticle,2016,"Tworek, Christina M.; Cimpian, Andrei",Why Do People Tend to Infer “Ought” From “Is”? The Role of Biases in Explanation,Psychological Science,NA,0956-7976,10.1177/0956797616650875,https://doi.org/10.1177/0956797616650875,"People tend to judge what is typical as also good and appropriate—as what ought to be. What accounts for the prevalence of these judgments, given that their validity is at best uncertain? We hypothesized that the tendency to reason from “is” to “ought” is due in part to a systematic bias in people’s (nonmoral) explanations, whereby regularities (e.g., giving roses on Valentine’s Day) are explained predominantly via inherent or intrinsic facts (e.g., roses are beautiful). In turn, these inherence-biased explanations lead to value-laden downstream conclusions (e.g., it is good to give roses). Consistent with this proposal, results from five studies (N = 629 children and adults) suggested that, from an early age, the bias toward inherence in explanations fosters inferences that imbue observed reality with value. Given that explanations fundamentally determine how people understand the world, the bias toward inherence in these judgments is likely to exert substantial influence over sociomoral understanding.",2016-08-01,2018-03-20T01:10:18Z,2018-03-20T01:10:31Z,2018-03-20T01:10:17Z,1109-1122,NA,8,27,NA,Psychol Sci,Why Do People Tend to Infer “Ought” From “Is”?,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,SAGE Journals,NA,NA,NA,C:\Users\Steve\Zotero\storage\XY6VI6IC\Tworek and Cimpian - 2016 - Why Do People Tend to Infer “Ought” From “Is” The.pdf,NA,OSBadgeOpenData,OSBadgePreregistered,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,2016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001351
1352,TK8QVENQ,journalArticle,2019,"Ballard, Timothy; Sewell, David K.; Cosgrove, Daniel; Neal, Andrew",Information Processing Under Reward Versus Under Punishment,Psychological Science,NA,0956-7976,10.1177/0956797619835462,https://doi.org/10.1177/0956797619835462,"Much is known about the effects of reward and punishment on behavior, yet little research has considered how these incentives influence the information-processing dynamics that underlie decision making. We fitted the linear ballistic accumulator to data from a perceptual-judgment task to examine the impacts of reward- and punishment-based incentives on three distinct components of information processing: the quality of the information processed, the quantity of that information, and the decision threshold. The threat of punishment lowered the average quality and quantity of information processed, compared with the prospect of reward or no performance incentive at all. The threat of punishment also induced less cautious decision making by lowering people’s decision thresholds relative to the prospect of reward. These findings suggest that information-processing dynamics are determined not only by objective properties of the decision environment but also by the higher order goals of the system.",2019-05-01,2020-01-29T05:51:18Z,2020-01-29T05:51:29Z,2020-01-29T05:51:18Z,757-764,NA,5,30,NA,Psychol Sci,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,SAGE Journals,NA,NA,NA,C:\Users\Steve\Zotero\storage\CL7EENYF\Ballard et al. - 2019 - Information Processing Under Reward Versus Under P.pdf,NA,OSBadgeOpenData,NA,NA,NA,NA,NA,NA,NA,NA,NA,decision making; open data; reward; computational modeling; information processing; punishment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001352
1353,TKRW69DT,journalArticle,2018,"Reis, Harry T.; Lee, Karisa Y.; O'Keefe, Stephanie D.; Clark, Margaret S.",Perceived partner responsiveness promotes intellectual humility,Journal of Experimental Social Psychology,NA,0022-1031,10.1016/j.jesp.2018.05.006,http://www.sciencedirect.com/science/article/pii/S002210311830009X,"The relatively novel construct of intellectual humility describes people's tendency to be open-minded and non-defensive when appraising oneself and one's beliefs. Although intellectual humility describes an intrapersonal style of processing information, we theorize that it also has interpersonal roots. This article describes four experiments and one daily-diary study examining the impact of perceived partner responsiveness and unresponsiveness on two manifestations of intellectual humility, lesser self-serving bias and openness to novel information that may contradicting existing beliefs. Studies 1–3 indicated that three well-established examples of self-serving bias—the tendency to rate oneself as better than an average peer, overclaiming personal responsibility for shared household activities, and hindsight bias—were strengthened when people were induced to perceive their partners as unresponsive, but weakened when they were led to perceive their partners as responsive. Study 4, a daily-diary study, demonstrated similar effects of everyday perceptions of responsiveness on hindsight bias, and also found that people reported having been more open to considering alternative, potentially conflicting points of view when they felt that their social environment was responsive to them. Finally, Study 5 found that perceived partner responsiveness led people to adopt a broader perspective. Together, these studies point to perceptions of responsiveness and unresponsiveness as one factor that lessens and intensifies, respectively, openness and non-defensiveness.",2018-11-01,2019-03-30T16:52:04Z,2019-03-30T16:52:13Z,2019-03-30T16:52:04Z,21-33,NA,NA,79,NA,Journal of Experimental Social Psychology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ScienceDirect,NA,NA,NA,C:\Users\Steve\Zotero\storage\PRMGLUKR\Reis e.a. - 2018 - Perceived partner responsiveness promotes intellec.pdf; C:\Users\Steve\Zotero\storage\3LVVQBYE\S002210311830009X.html,NA,OSBadgeOpenData,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001353
1354,TMF6MT3D,journalArticle,2019,"Dibble, Jayson L.; Drouin, Michelle; Punyanunt-Carter, Narissra M.","An empirical comparison of back burners, hookups, and friends with benefits relationships in young adults",Communication Research Reports,NA,0882-4096,10.1080/08824096.2019.1683530,https://doi.org/10.1080/08824096.2019.1683530,"The current research locates back burners on the spectrum of human sexual and relational behavior by examining an array of dimensions that might highlight both similarities and differences between back burners and two other casual sexual relational experiences (CSREs), friends with benefits relationships and hookups. An experiment (N = 327) revealed that participants reported more sex with friends with benefits and hookups than with back burners. No differences emerged for friendship strength, relationship closeness, passion, commitment, frequency of communication, or willingness to self-disclose. Conceptual distinctions between these relationship types may be experimenter-created and not reflective of the fluidity of these definitions in young adults.",2019-10-20,2020-01-24T07:14:26Z,2020-01-24T07:14:44Z,2020-01-24T07:14:26Z,415-425,NA,5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taylor and Francis+NEJM,NA,NA,NA,"C:\Users\Steve\Zotero\storage\ILK3KG29\Dibble et al. - 2019 - An empirical comparison of back burners, hookups, .pdf; C:\Users\Steve\Zotero\storage\DTVAFV4I\08824096.2019.html",NA,OSBadgeOpenData,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,Back Burners; Casual Sexual; Friends With Benefits; Hookups; Relationships,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001354
1355,TN2RLJT2,journalArticle,2019,"Broadway, James M.; Rieger, Rebecca E.; Campbell, Richard A.; Quinn, Davin K.; Mayer, Andrew R.; Yeo, Ronald A.; Wilson, J. Kevin; Gill, Darbi; Fratzke, Violet; Cavanagh, James F.",Executive function predictors of delayed memory deficits after mild traumatic brain injury,Cortex,NA,0010-9452,10.1016/j.cortex.2019.06.011,http://www.sciencedirect.com/science/article/pii/S0010945219302424,"Delayed memory deficits are common for patients with mild traumatic brain injury (mTBI), according to a recent systematic review of meta-analyses (Karr et al., 2014). However, there has been little work to identify different cognitive processes that may be underpinning these delayed memory deficits for mTBI. Frontal cortex is important for delayed memory, and is implicated in the pathophysiology of mTBI; moreover, frontal lobes are typically considered the locus of executive abilities. To further explore these relationships, we sought to partly explain delayed memory deficits after mTBI by examining behavioral indicators of executive function. Results showed that sub-acute as well as chronic mTBI patients performed worse than controls on the delayed memory trial of the Hopkins Verbal Learning Test-Revised (Brandt & Benedict, 2001), recalling approximately 18% and 15% fewer words, respectively. Furthermore, worse delayed memory performance was associated with less use of the cognitive strategy of semantic clustering, and with lower scores for the executive function composite from a standardized neuropsychological battery (NIH EXAMINER; Kramer et al., 2014). In contrast, serial clustering, a memory organizational strategy thought to be less dependent on executive function, did not show strong relationships to clinical status or delayed memory performance. This exploratory work suggests novel hypotheses to be tested in future, confirmatory studies, including that general executive functions and/or semantic clustering will mediate delayed memory deficits following mTBI.",2019-11-01,2020-01-30T07:53:00Z,2020-01-30T11:10:45Z,2020-01-30T07:53:00Z,240-248,NA,NA,120,NA,Cortex,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,ScienceDirect,NA,NA,NA,C:\Users\Steve\Zotero\storage\LIMP3WGV\Broadway et al. - 2019 - Executive function predictors of delayed memory de.pdf; C:\Users\Steve\Zotero\storage\S8CZEJDJ\S0010945219302424.html,NA,OSBadgeOpenData,NA,NA,NA,NA,NA,NA,NA,NA,NA,Concussion; Delayed free recall; Delayed memory; Executive function; Mild traumatic brain injury; Semantic clustering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001355
1356,TPJZSMWA,journalArticle,2019,"Wood, Jonathan; Hsu, Yi-Ting",An Archaeometallurgical Explanation for the Disappearance of Egyptian and Near Eastern Cobalt-Blue Glass at the end of the Late Bronze Age,Internet Archaeology,NA,1363-5387,10.11141/ia.52.3,http://intarch.ac.uk/journal/issue52/3/index.html,NA,2019-01-23,2020-02-05T06:43:30Z,2020-02-05T06:44:10Z,2020-02-05T06:43:30Z,NA,NA,52,NA,NA,Internet Archaeol.,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,www.intarch.ac.uk,NA,NA,NA,C:\Users\Steve\Zotero\storage\IG3QEPW2\index.html; C:\Users\Steve\Zotero\storage\5KZM7A4E\Wood and Hsu - 2019 - An Archaeometallurgical Explanation for the Disapp.pdf,NA,OSBadgeOpenData,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001356
1357,TRTSVDHF,journalArticle,2016,Montero‐Melis Guillermo; Jaeger T. Florian; Bylund Emanuel,Thinking Is Modulated by Recent Linguistic Experience: Second Language Priming Affects Perceived Event Similarity,Language Learning,NA,0023-8333,10.1111/lang.12172,http://onlinelibrary.wiley.com/doi/abs/10.1111/lang.12172,"Can recent second language (L2) exposure affect what we judge to be similar events? Using a priming paradigm, we manipulated whether native Swedish adult learners of L2 Spanish were primed to use path or manner during L2 descriptions of scenes depicting caused motion events (encoding phase). Subsequently, participants engaged in a nonverbal task, arranging events on the screen according to similarity (test phase). Path versus manner priming affected how participants judged event similarity during the test phase. The effects we find support the hypotheses that (a) speakers create or select ad hoc conceptual categories that are based on linguistic knowledge to carry out nonverbal tasks, and that (b) short?term, recent L2 experience can affect this ad hoc process. These findings further suggest that cognition can flexibly draw on linguistic categories that have been implicitly highlighted during recent exposure.",2016-05-03,2018-04-04T01:14:33Z,2018-04-04T01:15:25Z,2018-04-04T01:14:33Z,636-665,NA,3,66,NA,Language Learning,Thinking Is Modulated by Recent Linguistic Experience,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,onlinelibrary-wiley-com.ezp.lib.unimelb.edu.au (Atypon),NA,NA,NA,C:\Users\Steve\Zotero\storage\KWLMG8AS\Montero‐Melis Guillermo et al. - 2016 - Thinking Is Modulated by Recent Linguistic Experie.pdf; C:\Users\Steve\Zotero\storage\LGLE3WYK\lang.html,NA,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish; bilingual cognition; event similarity; linguistic relativity; motion events; Swedish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,2016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001357
1358,TS74PG6R,journalArticle,2018,"Cleary, Anne M.; Claxton, Alexander B.",Déjà Vu: An Illusion of Prediction,Psychological Science,NA,"0956-7976, 1467-9280",10.1177/0956797617743018,http://journals.sagepub.com/doi/10.1177/0956797617743018,"Déjà vu is beginning to be scientifically understood as a memory phenomenon. Despite recent scientific advances, a remaining puzzle is the purported association between déjà vu and feelings of premonition. Building on research showing that déjà vu can be driven by an unrecalled memory of a past experience that relates to the current situation, we sought evidence of memory-based predictive ability during déjà vu states. Déjà vu did not lead to above-chance ability to predict the next turn in a navigational path resembling a previously experienced but unrecalled path (although such resemblance increased reports of déjà vu). However, déjà vu states were accompanied by increased feelings of knowing the direction of the next turn. The results suggest that feelings of premonition during déjà vu occur and can be illusory. Metacognitive bias brought on by the state itself may explain the peculiar association between déjà vu and the feeling of premonition.",2018-04,2019-04-06T17:47:51Z,2019-04-06T17:48:10Z,2019-04-06T17:47:51Z,635-644,NA,4,29,NA,NA,Déjà Vu,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,Crossref,NA,NA,NA,C:\Users\Steve\Zotero\storage\JUK29AYH\Cleary en Claxton - 2018 - Déjà Vu An Illusion of Prediction.pdf,NA,OSBadgeOpenData,OSBadgeOpenMaterials,OSBadgePreregisteredPlus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,a001358
1359,TS88CH55,journalArticle,2018,"Ashworth, Scott; Mesquita, Ethan Bueno de; Friedenberg, Amanda",Learning about Voter Rationality,American Journal of Political Science,NA,1540-5907,10.1111/ajps.12334,https://onlinelibrary-wiley-com.ezp.lib.unimelb.edu.au/doi/abs/10.1111/ajps.12334,NA,2018-01-01,2018-04-04T00:34:34Z,2018-04-04T00:34:52Z,2018-04-04T00:34:34Z,37-54,NA,1,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,onlinelibrary-wiley-com.ezp.lib.unimelb.edu.au,NA,NA,NA,C:\Users\Steve\Zotero\storage\U6U7H669\Ashworth et al. - 2018 - Learning about Voter Rationality.pdf; C:\Users\Steve\Zotero\storage\JPBIY2MU\ajps.html,NA,OSBadgeOpenData,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001359
1360,TSGFU96N,journalArticle,2015,"Schroeder, Juliana; Epley, Nicholas","The Sound of Intellect: Speech Reveals a Thoughtful Mind, Increasing a Job Candidate’s Appeal",Psychological Science,NA,0956-7976,10.1177/0956797615572906,https://doi.org/10.1177/0956797615572906,"A person’s mental capacities, such as intellect, cannot be observed directly and so are instead inferred from indirect cues. We predicted that a person’s intellect would be conveyed most strongly through a cue closely tied to actual thinking: his or her voice. Hypothetical employers (Experiments 1–3b) and professional recruiters (Experiment 4) watched, listened to, or read job candidates’ pitches about why they should be hired. These evaluators rated a candidate as more competent, thoughtful, and intelligent when they heard a pitch rather than read it and, as a result, had a more favorable impression of the candidate and were more interested in hiring the candidate. Adding voice to written pitches, by having trained actors (Experiment 3a) or untrained adults (Experiment 3b) read them, produced the same results. Adding visual cues to audio pitches did not alter evaluations of the candidates. For conveying one’s intellect, it is important that one’s voice, quite literally, be heard.",2015-06-01,2018-03-20T04:53:19Z,2018-03-20T04:53:29Z,2018-03-20T04:53:19Z,877-891,NA,6,26,NA,Psychol Sci,The Sound of Intellect,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,SAGE Journals,NA,NA,NA,C:\Users\Steve\Zotero\storage\NB79UVC4\Schroeder and Epley - 2015 - The Sound of Intellect Speech Reveals a Thoughtfu.pdf,NA,OSBadgeOpenData,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001360
1361,TTTYGINI,journalArticle,2019,"Huang, Furong; Han, Lei; Jiang, Yan; Li, Fuhong; Luo, Jing",Neural adaptation and cognitive inflexibility in repeated problem-solving behaviors,Cortex,NA,0010-9452,10.1016/j.cortex.2019.08.001,http://www.sciencedirect.com/science/article/pii/S0010945219302874,"Repeated stimulus processing is often associated with a reduction in neural activity, known as neural adaptation. Therefore, people are more sensitive to novelty detection but likely lose flexibility in subsequent novelty processing after detection. To demonstrate the dynamic changes in neural adaption in repeated problem-solving behaviors and test its negative influence on subsequent nonrepetitive problem-solving behaviors, we adopted a Chinese character decomposition task in this fMRI study. Participants were asked to repeatedly perform 3–5 practice problems that could be solved by the same loose chunk decomposition (LCD) solution followed by a test problem that could be solved by a tight chunk decomposition (TCD) solution in the enhanced-set condition. The practice problem gradually elicited lower percent signal changes within the cuneus, superior parietal lobule (SPL), inferior frontal gyrus (IFG) and medial prefrontal cortex (mPFC) in serial positions −1, −2 and −3 of a set, implying that neural adaptation occurred in repeated practice. Both the test problem and the practice problem that following it recruited greater activation of the SPL and IFG in the enhanced-set condition than in the base-set condition when the practice problem and test problem alternately appeared, implying that the task switching cost from a more dominant task to a less dominant task and vice versa was increased after neural adaptation occurred. In other words, repeatedly solving a set of similar problems with the same solution likely leads to neural adaptation and cognitive inflexibility, which in turn have an undifferentiated impact on task switching. This finding expands existing knowledge about the neurocognitive mechanism underlying the formation of the mental set and sheds light on the influence of neural adaptation on subsequent processing.",2019-10-01,2020-01-30T07:35:59Z,2020-01-30T07:40:11Z,2020-01-30T07:35:59Z,470-479,NA,NA,119,NA,Cortex,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,ScienceDirect,NA,NA,NA,C:\Users\Steve\Zotero\storage\UYDM88G2\Huang et al. - 2019 - Neural adaptation and cognitive inflexibility in r.pdf; C:\Users\Steve\Zotero\storage\WYV8WEDL\S0010945219302874.html,NA,OSBadgeOpenData,OSBadgeOpenMaterials,NA,NA,NA,NA,NA,NA,NA,NA,Chunk decomposition; Cognitive inflexibility; Mental set; Neural adaptation; Task switching,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001361
